id,analysis_date,cluster_id,cluster_name,sub_keyword,created_at,updated_at,id.1,cluster_id.1,analysis_date.1,topic_total_post_count,topic_total_dm_count,cluster_name.1,topic,cluster_post_share,cluster_dm_share,dm_per_views,dm_per_likes,cluster_post_count,cluster_dm_send_count,cluster_views,cluster_likes,cluster_name_reason,top1_post_id,top2_post_id,top3_post_id,created_at.1,updated_at.1
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1271,운동/피트니스_30,2026-05-18,859,191602,근력운동,운동/피트니스,0.0256111757857974,0.0090865439817955,0.0040467385518672,0.2695046439628483,22,1741,430223,6460,유산소 중심에서 근력 중심으로 운동 패러다임이 이동한 2026년 헬스 핵심 트렌드,DYQ_SiQpCKd,DYT4ro8zd8S,DYLrYR_veMo,2026-05-18 10:56:03,2026-05-18 10:56:03
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1270,운동/피트니스_29,2026-05-18,859,191602,스트레칭 루틴,운동/피트니스,0.0372526193247962,0.0209548960866796,0.0050940205207192,0.3787378549193472,32,4015,788179,10601,부상 예방과 회복 관심 증대로 2026년 운동 전후 필수 루틴으로 강조되는 피트니스 트렌드,DYUNsNBz7R-,DYPT8MGxkFp,DYPNkJ4pF1z,2026-05-18 10:56:03,2026-05-18 10:56:03
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1269,운동/피트니스_28,2026-05-18,859,191602,체형교정,운동/피트니스,0.0384167636786961,0.1055416958069331,0.0089791351221743,0.9617158890949732,33,20222,2252110,21027,필라테스·도수치료와 결합해 2026년 헬스케어 시장의 주요 키워드로 성장한 웰니스 트렌드,DYUP4h4P1Bd,DYWYQneJGhX,DYQ6XySJId4,2026-05-18 10:56:03,2026-05-18 10:56:03
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1268,운동/피트니스_27,2026-05-18,859,191602,승모근 관리,운동/피트니스,0.009313154831199,0.0130844145676976,0.0066071052076744,0.6362944162436548,8,2507,379440,3940,거북목·승모근 비대 고민이 SNS에서 화제가 되며 2026년 관리 콘텐츠가 급증한 미용 트렌드,DYUlopKSApq,DYO-U0SvN25,DYWZACDSwQC,2026-05-18 10:56:03,2026-05-18 10:56:03
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1267,운동/피트니스_26,2026-05-18,859,191602,어깨운동,운동/피트니스,0.0139697322467986,0.0055688353983778,0.004753207412687,0.4278267842822774,12,1067,224480,2494,역삼각형 상체와 일자어깨 라인을 위한 운동으로 2026년 남녀 모두 인기 급상승한 부위 운동,DYPTvcezTqO,DYOrb-0xDm0,DYO_393vVmR,2026-05-18 10:56:03,2026-05-18 10:56:03
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1266,운동/피트니스_25,2026-05-18,859,191602,하체운동,운동/피트니스,0.0139697322467986,0.0107044811640797,0.0142521611029268,0.2323026390304677,12,2051,143908,8829,기초대사량 향상과 라인 정리를 목표로 2026년 헬스 입문자 필수 루틴으로 자리잡은 운동 트렌드,DYWeG0CB1H6,DYWynnwzvIg,DYUBGO2SgEG,2026-05-18 10:56:03,2026-05-18 10:56:03
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1265,운동/피트니스_24,2026-05-18,859,191602,힙업 운동,운동/피트니스,0.0104772991850989,0.0107044811640797,0.0091566996593582,0.5981335666375036,9,2051,223989,3429,애플힙 열풍이 2026년에도 이어지며 여성 하체 운동의 핵심 키워드로 유지되는 보디 트렌드,DYUWbP2RD7v,DYOvAg2vDkF,DYUE41fz4B-,2026-05-18 10:56:03,2026-05-18 10:56:03
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1264,운동/피트니스_23,2026-05-18,859,191602,스쿼트,운동/피트니스,0.0209545983701979,0.0162785357146585,0.0053372531370693,0.3984923981091094,18,3119,584383,7827,하체·힙업 운동 대표 종목으로 2026년에도 SNS 챌린지 콘텐츠로 꾸준히 소비되는 운동 트렌드,DYWuKnSpVPy,DYUA0qQCPMd,DYLyPcZpJ9N,2026-05-18 10:56:03,2026-05-18 10:56:03
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1263,운동/피트니스_22,2026-05-18,859,191602,칼로리 계산,운동/피트니스,0.0186263096623981,0.0207200342376384,0.0034297611694016,0.7499055534567435,16,3970,1157515,5294,AI 칼로리 트래킹 앱 확산으로 2026년 정량 기반 식단 관리가 일반화된 다이어트 트렌드,DYUg5WRJtxR,DYTR8V1zWqo,DYTInLSviet,2026-05-18 10:56:03,2026-05-18 10:56:03
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1262,운동/피트니스_21,2026-05-18,859,191602,다이어트 꿀팁,운동/피트니스,0.0256111757857974,0.026429786745441,0.00096442134624,0.1996451803666469,22,5064,5250817,25365,감량 후 유지에 초점을 둔 콘텐츠가 2026년 SNS 다이어트 시장의 새로운 주류로 부상한 트렌드,DYOOJIcT29E,DYTd16jSNon,DYQ3mSDS9SZ,2026-05-18 10:56:03,2026-05-18 10:56:03
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1261,운동/피트니스_20,2026-05-18,859,191602,고단백 저탄수 식단,운동/피트니스,0.0151338766006984,0.0013361029634346,0.0017927673044062,0.1517486662714878,13,256,142796,1687,저속노화·단백질 트렌드가 결합해 2026년 다이어터의 표준 식단 공식으로 자리잡은 식이 트렌드,DYM6FhjPAkU,DYNCOSxSPz3,DYRspNUPUwz,2026-05-18 10:56:03,2026-05-18 10:56:03
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1260,운동/피트니스_19,2026-05-18,859,191602,닭가슴살,운동/피트니스,0.0151338766006984,0.0077817559315664,0.0029477821448624,0.5904950495049505,13,1491,505804,2525,가공식품화·간편식으로 진화하며 2026년에도 다이어터 필수 식품으로 유지되는 식단 트렌드,DYR6UfKR9O4,DYTTxa9TYem,DYM4_NRSSPO,2026-05-18 10:56:03,2026-05-18 10:56:03
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1259,운동/피트니스_18,2026-05-18,859,191602,단백질 쉐이크,운동/피트니스,0.0488940628637951,0.016184590975042,0.0015862817576063,0.0808415235016554,42,3101,1954886,38359,고단백 식단의 일상화로 2026년 프로틴 음료·식품 시장이 폭발적으로 성장한 식단 트렌드,DYQ1qoSBS8I,DYPOOI-JZk2,DYRne5fz5eQ,2026-05-18 10:56:03,2026-05-18 10:56:03
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1258,운동/피트니스_17,2026-05-18,859,191602,보디빌딩,운동/피트니스,0.0279394644935972,0.0807455037003789,0.0058195565084917,0.6293885521337619,24,15471,2658450,24581,근육 미용에 대한 관심 확산과 머슬마니아 대중화로 2026년 일반인 보디빌딩 입문이 늘어난 트렌드,DYPFbA_SHGu,DYKfEYWRyhv,DYTSDFXy8tQ,2026-05-18 10:56:03,2026-05-18 10:56:03
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1257,운동/피트니스_16,2026-05-18,859,191602,맥스컷 다이어트,운동/피트니스,0.0128055878928987,0.0052400288097201,0.0019169780483101,0.1861672538475802,11,1004,523741,5393,보디빌딩식 단기 체지방 감량 프로그램이 2026년 다이어터 사이에서 화제가 된 신흥 트렌드,DYR4qoZhkHc,DYLnMUQzEzq,DYMZ3mdvVRQ,2026-05-18 10:56:03,2026-05-18 10:56:03
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1256,운동/피트니스_15,2026-05-18,859,191602,홈트레이닝,운동/피트니스,0.0058207217694994,0.0096449932672936,0.0120372843157051,0.489018258798624,5,1848,153523,3779,팬데믹 이후 정착된 홈트 문화가 2026년에도 입문자 중심 콘텐츠로 꾸준히 소비되는 트렌드,DYUZLQHxK31,DYUw7dgvyKf,DYOwWVevz2h,2026-05-18 10:56:03,2026-05-18 10:56:03
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1255,운동/피트니스_14,2026-05-18,859,191602,ufc,운동/피트니스,0.0081490104772991,0.0133558104821452,0.003272407809277,0.3554660369495763,7,2559,781993,7199,한국 선수 활약과 OTT 중계 확대로 2026년 격투기 시청·참여 인구가 동시에 증가한 트렌드,DYUDHy5QN2J,DYPD8gTOZE1,DYRnwdfO91p,2026-05-18 10:56:03,2026-05-18 10:56:03
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1254,운동/피트니스_13,2026-05-18,859,191602,태권도,운동/피트니스,0.0209545983701979,0.0121397480193317,0.0030713974462241,0.1478515128400712,18,2326,757310,15732,성인 다이어트·호신 운동으로 재조명되며 2026년 키즈와 성인 양쪽에서 부활한 한국형 무도 트렌드,DYUXK-rSOWa,DYPWBlEzASA,DYPb6awhos1,2026-05-18 10:56:03,2026-05-18 10:56:03
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1253,운동/피트니스_12,2026-05-18,859,191602,테니스,운동/피트니스,0.0209545983701979,0.0063882422939217,0.0014610128017665,0.1957773512476007,18,1224,837775,6252,2030 라켓 스포츠 붐의 핵심으로 2024-2026년 코트 예약난을 일으킨 지속적 인기 종목,DYRNBmYzADZ,DYUqBUyTnIW,DYN4WkLykMQ,2026-05-18 10:56:03,2026-05-18 10:56:03
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1252,운동/피트니스_11,2026-05-18,859,191602,크로스핏,운동/피트니스,0.0104772991850989,0.0056732184423962,0.0055777055977176,0.0807158238657459,9,1087,194883,13467,하이록스 붐과 맞물려 2026년 고강도 기능성 운동의 대표 종목으로 재조명되는 트렌드,DYT-pCOvFQF,DYThOG8Rji4,DYULCeZpPAH,2026-05-18 10:56:03,2026-05-18 10:56:03
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1251,운동/피트니스_10,2026-05-18,859,191602,주짓수,운동/피트니스,0.0151338766006984,0.0050730159392908,0.0050453667753254,0.4559099437148217,13,972,192652,2132,UFC 인기와 함께 호신술 겸 다이어트 운동으로 2026년 격투기 입문 종목으로 인기 급상승,DYTOKAZx5GA,DYRQdpTurZe,DYMyLP6z0CK,2026-05-18 10:56:03,2026-05-18 10:56:03
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1250,운동/피트니스_9,2026-05-18,859,191602,클라이밍,운동/피트니스,0.0221187427240977,0.0033402574085865,0.0041774093534806,0.1296333805955033,19,640,153205,4937,2030세대 신규 운동으로 떠오르며 2025-2026년 도심 클라이밍짐 확산을 이끈 대표 트렌드,DYV1wWVT57c,DYUuwTQsnFS,DYRFfk5hEja,2026-05-18 10:56:03,2026-05-18 10:56:03
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1249,운동/피트니스_8,2026-05-18,859,191602,드라이버 비거리,운동/피트니스,0.029103608847497,0.0039717748248974,0.0023133371027656,0.1421898355754858,25,761,328962,5352,아마추어 골퍼의 최대 관심사로 2026년 골프 유튜브와 SNS에서 가장 핫한 골프 콘텐츠 주제,DYOPeFtzZpl,DYSO-clzvxQ,DYUBsM1voe2,2026-05-18 10:56:03,2026-05-18 10:56:03
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1248,운동/피트니스_7,2026-05-18,859,191602,골프 드라이버 스윙,운동/피트니스,0.0209545983701979,0.0076356196699408,0.0016729846709777,0.2842432484942685,18,1463,874485,5147,골프 인구 확대와 함께 비거리·스윙 교정 콘텐츠가 2026년 골프 레슨 핵심 트렌드로 자리잡음,DYPBHoxxrkT,DYRImtfJMHY,DYQzxnqSzQF,2026-05-18 10:56:03,2026-05-18 10:56:03
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1247,운동/피트니스_6,2026-05-18,859,191602,kbo리그,운동/피트니스,0.0523864959254947,0.1036575818624022,0.0065180584777588,0.2353394238858673,45,19861,3047073,84393,2024-2026 천만 관중 시대를 연 프로야구 흥행으로 야구 콘텐츠가 SNS 메인 트렌드로 부상,DYPWZjdysTQ,DYSFXD9DH7p,DYO51cOxaQE,2026-05-18 10:56:03,2026-05-18 10:56:03
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1246,운동/피트니스_5,2026-05-18,859,191602,배드민턴,운동/피트니스,0.059371362048894,0.0162941931712612,0.0033222874193637,0.2204179610279582,51,3122,939714,14164,파리올림픽 안세영 효과로 2025-2026년 생활체육 인기 1위로 떠오른 라켓 스포츠 트렌드,DYOSveyoRdN,DYQ_UsqzH82,DYTbftwIFad,2026-05-18 10:56:03,2026-05-18 10:56:03
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1245,운동/피트니스_4,2026-05-18,859,191602,필라테스,운동/피트니스,0.0407450523864959,0.0243160301040698,0.0093221576823263,0.6722943722943723,35,4659,499777,6930,체형교정과 코어 강화 운동으로 2026년에도 여성 중심 인기 운동으로 자리잡은 대표 웰니스 트렌드,DYPWUFXxDpX,DYOauoLTUzV,DYRxJkDRqUu,2026-05-18 10:56:03,2026-05-18 10:56:03
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1244,운동/피트니스_3,2026-05-18,859,191602,마라톤,운동/피트니스,0.0314318975552968,0.0055949311593824,0.0021657834499394,0.144357662267708,27,1072,494971,7426,러닝 붐과 함께 일반인 마라톤 참가자가 급증하며 2026년에도 지속되는 대중 스포츠 트렌드,DYTAZmhyvUc,DYRsLZFTNr6,DYOMjqPStXt,2026-05-18 10:56:03,2026-05-18 10:56:03
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1243,운동/피트니스_2,2026-05-18,859,191602,러닝크루,운동/피트니스,0.0244470314318975,0.0109497813175227,0.0064681018988102,0.2400732349239043,21,2098,324361,8739,함께 달리는 커뮤니티 문화가 2025-2026년 SNS를 중심으로 폭발적으로 확산된 핵심 러닝 트렌드,DYN8N7oTJDV,DYUYG6oPokM,DYVtP4vTgRq,2026-05-18 10:56:03,2026-05-18 10:56:03
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1242,운동/피트니스_1,2026-05-18,859,191602,하이록스,운동/피트니스,0.039580908032596,0.0029383826891159,0.0017183179407042,0.0719764766044489,34,563,327646,7822,러닝과 기능성 운동을 결합한 피트니스 레이스로 2025-2026년 글로벌 및 국내에서 급부상한 신흥 스포츠 트렌드,DYKdwBnzO8F,DYOIZeqzJAP,DYS55c6S7So,2026-05-18 10:56:03,2026-05-18 10:56:03
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1241,카페/핫플_35,2026-05-18,618,290308,입장권 할인,카페/핫플,0.0145631067961165,0.0212085095829257,0.0147900282012231,2.0935056103366203,9,6157,416294,2941,2026년 관광지·전시 사전 예매 할인 정보 공유가 실용 트렌드로 부상,DYOy3oCRLcx,DYRuwrloQ_V,DYQCWI2IHnh,2026-05-18 10:55:47,2026-05-18 10:55:47
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1240,카페/핫플_34,2026-05-18,618,290308,먹거리 투어,카페/핫플,0.0194174757281553,0.0220386623861553,0.0168688930019668,1.1916558018252934,12,6398,379278,5369,2026년 여행지 로컬 먹거리 탐방이 미식 여행 트렌드 핵심으로 자리,DYRJW-7pgQk,DYW5yoSyjL-,DYMuuHYhhQ2,2026-05-18 10:55:47,2026-05-18 10:55:47
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1239,카페/핫플_33,2026-05-18,618,290308,자전거 라이딩,카페/핫플,0.0129449838187702,0.0234647340066412,0.0167599139861137,0.8861714583062313,8,6812,406446,7687,2026년 친환경 라이딩이 건강·취미 트렌드로 부상하며 코스 추천 인기,DYUaicqAjuU,DYTaBWUxtrT,DYPMpp7SgPr,2026-05-18 10:55:47,2026-05-18 10:55:47
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1238,카페/핫플_32,2026-05-18,618,290308,꽃구경 명소,카페/핫플,0.0145631067961165,0.0020667704644722,0.0089086859688195,0.4415011037527593,9,600,67350,1359,2026년 봄 시즌 꽃 명소 방문 인증샷이 SNS 시즌 트렌드 핵심,DYR04gYzflv,DYWN5wESPa-,DYRsTzTyPI1,2026-05-18 10:55:47,2026-05-18 10:55:47
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1237,카페/핫플_31,2026-05-18,618,290308,롯데백화점 팝업,카페/핫플,0.0210355987055016,0.0081258525428165,0.0042155412118742,0.5622020972354623,13,2359,559596,4196,2026년 백화점 한정 팝업·전시가 MZ세대 주말 나들이 트렌드로 부상,DYUXtCvxje6,DYTGXVdSqK2,DYWM7STRaxb,2026-05-18 10:55:47,2026-05-18 10:55:47
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1236,카페/핫플_30,2026-05-18,618,290308,K-트립,카페/핫플,0.0194174757281553,0.0484933243313997,0.0138868201470357,0.3867582417582417,12,14078,1013767,36400,2026년 K-콘텐츠 인기로 외국인 한국 여행 koreatrip 해시태그 급증,DYONLuOo5on,DYRBlZ0lCb0,DYPMvn4Poib,2026-05-18 10:55:47,2026-05-18 10:55:47
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1235,카페/핫플_29,2026-05-18,618,290308,모래놀이터,카페/핫플,0.0323624595469255,0.0224210149220827,0.0068484935208137,0.3535386453750475,20,6509,950428,18411,2026년 아이 동반 가족 여행지 선정 시 모래놀이터 보유 여부가 핵심 기준,DYPRKILTpxg,DYOPGedpl39,DYL2Xb2JB78,2026-05-18 10:55:47,2026-05-18 10:55:47
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1234,카페/핫플_28,2026-05-18,618,290308,가정의달 선물,카페/핫플,0.0145631067961165,0.0007164804276837,0.0004869552188489,0.2045231071779744,9,208,427144,1017,2026년 5월 가정의달 시즌 부모님 선물·여행 게시물이 폭발적 증가,DYRssvpghUY,DYUKHWJymQJ,DYV_6tBBdjO,2026-05-18 10:55:47,2026-05-18 10:55:47
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1233,카페/핫플_27,2026-05-18,618,290308,힐링 여행,카페/핫플,0.0161812297734627,0.0046984581892335,0.0053722784132085,0.4545151616127957,10,1364,253896,3001,2026년 번아웃 시대 웰니스·힐링 중심 조용한 여행지 수요 급증,DYUIHXdTphJ,DYNuGi8zelU,DYMg-KqzeyN,2026-05-18 10:55:47,2026-05-18 10:55:47
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1232,카페/핫플_26,2026-05-18,618,290308,서울 근교 나들이,카페/핫플,0.0145631067961165,0.0161655896496135,0.0088634968600972,0.9789319983312474,9,4693,529475,4794,2026년 서울 근교 당일치기 여행이 주말 트렌드로 자리잡으며 인기,DYQgi2Ez5TC,DYPKCGizX-Z,DYPIRiIzi2j,2026-05-18 10:55:47,2026-05-18 10:55:47
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1231,카페/핫플_25,2026-05-18,618,290308,서울 데이트,카페/핫플,0.0275080906148867,0.0446629097372445,0.023612755185664,1.626646593902898,17,12966,549110,7971,2026년 서울 이색 데이트 코스 큐레이션 콘텐츠가 SNS 핵심 트렌드,DYPlz7nSmDk,DYWtg1Qz1_d,DYR-isFTfC2,2026-05-18 10:55:47,2026-05-18 10:55:47
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1230,카페/핫플_24,2026-05-18,618,290308,오키나와 여행,카페/핫플,0.0145631067961165,0.004140430163826,0.0065270748713047,0.1109470186450064,9,1202,184156,10834,2026년 직항 노선 확대로 오키나와가 가족 휴양지로 SNS 트렌드 급부상,DYL4aAjxVYi,DYRtQEGx-Ft,DYQtHtdyM8U,2026-05-18 10:55:47,2026-05-18 10:55:47
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1229,카페/핫플_23,2026-05-18,618,290308,일본 소도시 여행,카페/핫플,0.0210355987055016,0.005497609435496,0.0059847680902365,0.3771266540642722,13,1596,266677,4232,2026년 도쿄·오사카 대신 도쿠시마 등 일본 소도시 여행이 새로운 트렌드,DYPANoYBZYn,DYPU5XCq0A7,DYWPbtdTpAX,2026-05-18 10:55:47,2026-05-18 10:55:47
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1228,카페/핫플_22,2026-05-18,618,290308,자유여행,카페/핫플,0.017799352750809,0.0048431321217465,0.0075265651347662,0.8984025559105431,11,1406,186805,1565,2026년 패키지 대신 개별 자유여행 비중 증가가 여행 트렌드 핵심 변화,DYRh9VMhir8,DYWsVG3P8Nz,DYUO_b7M_SG,2026-05-18 10:55:47,2026-05-18 10:55:47
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1227,카페/핫플_21,2026-05-18,618,290308,레트로 감성,카페/핫플,0.0355987055016181,0.0325826363724044,0.0098568623936575,0.538974358974359,22,9459,959636,17550,2026년 Y2K·뉴트로 감성 재유행으로 레트로 콘셉트 공간·아이템 인기,DYPD7Z6TaDA,DYTcVI2TSCB,DXwAP_OzrMz,2026-05-18 10:55:47,2026-05-18 10:55:47
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1226,카페/핫플_20,2026-05-18,618,290308,소금빵,카페/핫플,0.0194174757281553,0.0094658087272827,0.0061594186656386,0.1743986799517674,12,2748,446146,15757,2026년에도 소금빵 열풍이 지속되며 베이커리 시그니처 메뉴 트렌드 1위,DYTO-9ozNQH,DYUI1lCTYVE,DYQ6qKVBmoh,2026-05-18 10:55:47,2026-05-18 10:55:47
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1225,카페/핫플_19,2026-05-18,618,290308,대형 베이커리 카페,카페/핫플,0.0145631067961165,0.0247874671039034,0.0102061512059171,0.7439263930528275,9,7196,705065,9673,2026년 교외 대형 베이커리 카페가 가족·데이트 핫플로 SNS 트렌드 주도,DYT0aacEjdu,DYR4DD4zRRH,DYUNRI4zEiE,2026-05-18 10:55:47,2026-05-18 10:55:47
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1224,카페/핫플_18,2026-05-18,618,290308,경주 가볼만한곳,카페/핫플,0.0355987055016181,0.0989328575168441,0.0164587333978594,1.303722197004085,22,28721,1745031,22030,2026년 경주가 K-역사관광·감성 카페 성지로 떠오르며 SNS 트렌드 급상승,DYMaiKgJpJs,DYUXk9MuohF,DYPJ3DhJj8m,2026-05-18 10:55:47,2026-05-18 10:55:47
2757,2026-05-15,1,포켓몬 콜라보,포켓몬,2026-05-15 18:07:05,2026-05-15 18:07:05,1223,카페/핫플_17,2026-05-18,618,290308,골프여행,카페/핫플,0.0210355987055016,0.0028039185968006,0.0042788507028038,0.2641142115509409,13,814,190238,3082,2026년 30~40대 골프 인구 증가로 국내외 골프여행 패키지 수요 급증,DYLmkczTeP3,DYPU36ATrYr,DYQmTy1TNuf,2026-05-18 10:55:47,2026-05-18 10:55:47
